,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
FT10,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
FC6,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
FC2,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
F4,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
F8,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.0,0.0,0.008820798514391829,0.005571030640668524,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.016713091922005572,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.006963788300835654,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613
Fp2,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
AF7,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
AF3,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
AFz,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.0,0.0,0.008820798514391829,0.005571030640668524,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.016713091922005572,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.006963788300835654,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613
F1,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
F5,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.0,0.0,0.008820798514391829,0.005571030640668524,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.016713091922005572,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.006963788300835654,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613
FT7,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
FC3,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
C1,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
C5,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.0,0.0,0.008820798514391829,0.005571030640668524,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.016713091922005572,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.006963788300835654,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613
TP7,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
CP3,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
P1,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
P5,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
PO7,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
PO3,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
POz,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.0,0.0,0.008820798514391829,0.005571030640668524,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.016713091922005572,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.006963788300835654,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613,0.017177344475394613
PO4,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
PO8,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0,0.0,0.008593396653098146,0.005427408412483039,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.016734509271822705,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.0067842605156037995,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293,0.017186793306196293
